category,product_rank,product_name,demand_value,price,rating_score,item_url,source,demand_metric,stock_in_hand,item_code,inventory,sku_code
coffee,3,LAVAZZA Crema E Gusto Forte Ground Coffee 250g Made in Italy by Italian mart,570.0,3713.0,4.8901098901098905,https://www.daraz.lk/products/lavazza-crema-e-gusto-forte-250g-i111324763.html,daraz,sold_count_numeric,,,,
coffee,4,Bru Instant Coffee Sachet 1.2g (24 Packets),558.0,623.0,4.72093023255814,https://www.daraz.lk/products/bru-instant-coffee-sachet-12g-24-packets-i193181086.html,daraz,sold_count_numeric,,,,
coffee,5,Nescafe Sunrise Coffee Sachets 1.9g ×24,373.0,594.0,4.841269841269841,https://www.daraz.lk/products/nescafe-sunrise-coffee-sachets-19g-24-i195057087.html,daraz,sold_count_numeric,,,,
coffee,6,Khao Shong 3 in 1 Super Rich 150g Pack,365.0,1208.0,4.98,https://www.daraz.lk/products/khao-shong-3-in-1-super-rich-150g-pack-i129434705.html,daraz,sold_count_numeric,,,,
coffee,7,"Zara Cafe - milk coffee mix, 1kg",337.0,2325.0,4.894736842105263,https://www.daraz.lk/products/zara-cafe-milk-coffee-mix-1kg-i102144261.html,daraz,sold_count_numeric,,,,
coffee,8,Bru Instant Coffee  (24packets),290.0,488.0,4.7317073170731705,https://www.daraz.lk/products/bru-instant-coffee-24packets-i216466776.html,daraz,sold_count_numeric,,,,
coffee,9,"French Press Coffee & Tea Maker 600ml Thickened Borosilicate Glass Coffee Press Rust-Free and Dishwasher Safe,Black",261.0,2450.0,4.866666666666666,https://www.daraz.lk/products/french-press-coffee-tea-maker-600ml-thickened-borosilicate-glass-coffee-press-rust-free-and-dishwasher-safeblack-i197340580.html,daraz,sold_count_numeric,,,,
coffee,10,Lavazza Qualita Rossa Ground Coffee 250g Made In Italy by Italian Mart,252.0,3861.0,5.0,https://www.daraz.lk/products/lavazza-qualita-rossa-250g-i120787435.html,daraz,sold_count_numeric,,,,
cooking oil,1,Food Thermometer TP300 Digital Kitchen Water Oil Thermometer for Meat Cooking Food Probe BBQ Electronic Oven Kitchen Tools,16300.0,985.0,5.0,https://www.daraz.lk/products/food-thermometer-tp300-digital-kitchen-water-oil-thermometer-for-meat-cooking-food-probe-bbq-electronic-oven-kitchen-tools-i298572631.html,daraz,sold_count_numeric,,,,
cooking oil,2,Fortune Cooking Oil 01 Ltr,10200.0,1008.0,4.904109589041096,https://www.daraz.lk/products/fortune-cooking-oil-01-ltr-i100434427.html,daraz,sold_count_numeric,,,,
cooking oil,3,"Cake Baking Spatula And Brush Set cake spatula and brush Silicone Spatula and Two Piece of Pastry Brush Set Special for Cake Mixer, Cooking, Baking, Glazing, Oil Brush for Cooking Silicon, Oil Brush for Kitchen Use (Random Color)",4300.0,322.0,4.756786102062975,https://www.daraz.lk/products/cake-baking-spatula-cake-baking-spatula-and-brush-set-cake-spatula-and-brush-silicone-spatula-and-two-piece-of-pastry-brush-set-special-for-cake-mixer-cooking-baking-glazing-oil-brush-for-cooking-silicon-oil-brush-for-kitchen-use-random-color-i100001708.html,daraz,sold_count_numeric,,,,
cooking oil,4,Fortune Sunflower Oil 05 Ltr,3900.0,4735.0,4.9103053435114505,https://www.daraz.lk/products/fortune-sunflower-oil-05-ltr-i100425447.html,daraz,sold_count_numeric,,,,
cooking oil,5,Fortune Sunflower Oil 01 Ltr,3700.0,1184.0,4.94488188976378,https://www.daraz.lk/products/fortune-sunflower-oil-01-ltr-i100433465.html,daraz,sold_count_numeric,,,,
cooking oil,6,Kitchen Baking Oil Cook Oil Spray Empty Bottle Vinegar Bottle Oil Dispenser Cooking Tool Salad BBQ Cooking Glass Oil sprayer,3100.0,1172.0,4.713643178410795,https://www.daraz.lk/products/kitchen-baking-oil-cook-oil-spray-empty-bottle-vinegar-bottle-oil-dispenser-cooking-tool-salad-bbq-cooking-glass-oil-sprayer-i112914167.html,daraz,sold_count_numeric,,,,
cooking oil,7,Fortune Cooking Oil 02 Ltr,2200.0,2252.0,4.915151515151515,https://www.daraz.lk/products/fortune-cooking-oil-02-ltr-i100434428.html,daraz,sold_count_numeric,,,,
cooking oil,8,Oil bottle   [Stainless Steel 100ML Oil Sprayer for Cooking Series] Cooking Salad Grilling Roasting Air Fryer Kitchen - Clear Mister Dispenser BBQ Refillable Oil Vinegar Glass Spritzer with Oil Spray 100Ml spary bottle Olive Oil Sprayer for Cooking.,1600.0,399.0,4.608333333333333,https://www.daraz.lk/products/oil-bottle-stainless-steel-100ml-oil-sprayer-for-cooking-series-cooking-salad-grilling-roasting-air-fryer-kitchen-clear-mister-dispenser-bbq-refillable-oil-vinegar-glass-spritzer-with-oil-spray-100ml-spary-bottle-olive-oil-sprayer-for-cooking-i242882612.html,daraz,sold_count_numeric,,,,
cooking oil,9,Fortune Sunflower Oil 500 ml,1300.0,789.0,4.907407407407407,https://www.daraz.lk/products/fortune-sunflower-oil-500-ml-i100425446.html,daraz,sold_count_numeric,,,,
cooking oil,10,Hand Wiping Kitchen Cooking Apron For Men And Women Oil Proof Waterproof Adult Waist Fashion Apron Wear,1200.0,612.0,4.8655462184873945,https://www.daraz.lk/products/hand-wiping-kitchen-cooking-apron-for-men-and-women-oil-proof-waterproof-adult-waist-fashion-apron-wear-i352152653.html,daraz,sold_count_numeric,,,,
curry powder,1,Wijaya Chilli Powder 100g.,34800.0,153.0,4.933621933621934,https://www.daraz.lk/products/wijaya-chilli-powder-100g-i100017121.html,daraz,sold_count_numeric,,,,
curry powder,2,Wijaya Curry powder 50g,21300.0,76.0,4.969387755102041,https://www.daraz.lk/products/wijaya-curry-powder-50g-i122361105.html,daraz,sold_count_numeric,,,,
curry powder,3,Wijaya Curry Powder - 100g,7600.0,152.0,4.957345971563981,https://www.daraz.lk/products/wijaya-curry-powder-100g-i100016117.html,daraz,sold_count_numeric,,,,
curry powder,4,Wijaya Meat Curry Powder 25g,6600.0,56.0,4.944099378881988,https://www.daraz.lk/products/wijaya-meat-curry-powder-25g-i100017130.html,daraz,sold_count_numeric,,,,
curry powder,5,Wijaya Curry Powder 250g.,5500.0,380.0,4.925,https://www.daraz.lk/products/wijaya-curry-powder-250g-i100015109.html,daraz,sold_count_numeric,,,,
curry powder,6,Wijaya Roasted Curry Powder 100g...,3600.0,187.0,4.9393939393939394,https://www.daraz.lk/products/wijaya-roasted-curry-powder-100g-i100018113.html,daraz,sold_count_numeric,,,,
curry powder,7,Wijaya Meat Curry Powder 50g,3500.0,104.0,4.958904109589041,https://www.daraz.lk/products/wijaya-meat-curry-powder-50g-i100019131.html,daraz,sold_count_numeric,,,,
curry powder,8,Wijaya Roasted Curry Powder 50g,2900.0,92.0,4.948387096774193,https://www.daraz.lk/products/wijaya-roasted-curry-powder-50g-i100019127.html,daraz,sold_count_numeric,,,,
curry powder,9,Wijaya Pepper Powder (100g),2900.0,465.0,4.950909090909091,https://www.daraz.lk/products/wijaya-pepper-powder-100g-i100026029.html,daraz,sold_count_numeric,,,,
curry powder,10,Wijaya Jaffna Curry Powder 100g.,2600.0,162.0,4.90979381443299,https://www.daraz.lk/products/wijaya-jaffna-curry-powder-100g-i100031015.html,daraz,sold_count_numeric,,,,
dhal,1,Orient Mysore Dhal 1Kg,17600.0,369.0,4.874497991967871,https://www.daraz.lk/products/orient-mysore-dhal-1kg-i131671016.html,daraz,sold_count_numeric,,,,
dhal,2,Orient Mysoor Dhal 500g,10700.0,183.0,4.871060171919771,https://www.daraz.lk/products/orient-mysoor-dhal-500g-i131664382.html,daraz,sold_count_numeric,,,,
dhal,3,Mysore Dhal    Red Lentil Dhal 250g  මයිසුර් පරිප්පු  மைசூர் பருப்பு,470.0,170.0,4.882352941176471,https://www.daraz.lk/products/mysore-dhal-red-lentil-dhal-250g-i121193732.html,daraz,sold_count_numeric,,,,
dhal,4,Orient Black Gram Dhal 500g,295.0,335.0,4.822222222222222,https://www.daraz.lk/products/orient-black-gram-dhal-500g-i131663494.html,daraz,sold_count_numeric,,,,
dhal,5,ready to eat fried chana & dhal 1kg,79.0,1599.0,4.5,https://www.daraz.lk/products/fried-chana-dal-1kg-nut-i183911676.html,daraz,sold_count_numeric,,,,
dhal,6,Mysore Dhal 1kg,74.0,400.0,5.0,https://www.daraz.lk/products/mysore-dhal-1kg-i182863952.html,daraz,sold_count_numeric,,,,
dhal,7,Mysoor Dhal 1Kg,55.0,285.0,5.0,https://www.daraz.lk/products/1kg-i192765078.html,daraz,sold_count_numeric,,,,
dhal,8,Dhaluwa Coconut Milk Powder 300g Box,48.0,773.0,5.0,https://www.daraz.lk/products/dhaluwa-coconut-milk-powder-300g-box-i1754507494.html,daraz,sold_count_numeric,,,,
dhal,9,Dhaluwa Coconut Milk Powder 1kg Pack,42.0,2172.0,5.0,https://www.daraz.lk/products/dhaluwa-coconut-milk-powder-1kg-pack-i1754726801.html,daraz,sold_count_numeric,,,,
dhal,10,Dhaluwa Coconut Milk Powder 150g Box,38.0,392.0,5.0,https://www.daraz.lk/products/dhaluwa-coconut-milk-powder-150g-box-i1754726852.html,daraz,sold_count_numeric,,,,
dishwashing liquid,1,"Vim Dishwash Bar, 100G (1 pack/5 pack)",205600.0,67.0,4.937005277044855,https://www.daraz.lk/products/vim-dishwash-bar-100g-1-pack5-pack-i2158009.html,daraz,sold_count_numeric,,,,
dishwashing liquid,2,"Natural Fresh Super Cloth Cleaning Laundry  Detergent Washing Machine  Hand Washing Liquid 4L  Laundry For Front & Top Load Machine Natural Fresh  Laundry Detergent Liquid Soap Eco  High Efficiency (HE), Fine Scent",39900.0,799.0,4.621651785714286,https://www.daraz.lk/products/4l-front-top-load-machine-natural-fresh-he-i173946200.html,daraz,sold_count_numeric,,,,
dishwashing liquid,3,Diva Fresh Rose & Lime Detergent Powder 500g,33400.0,146.0,4.9068627450980395,https://www.daraz.lk/products/diva-fresh-rose-lime-detergent-powder-500g-i132927300.html,daraz,sold_count_numeric,,,,
dishwashing liquid,4,Diva Fresh Rose & Lime Detergent Powder 1Kg,29900.0,240.0,4.926158301158301,https://www.daraz.lk/products/diva-fresh-rose-lime-detergent-powder-1kg-i121195324.html,daraz,sold_count_numeric,,,,
dishwashing liquid,5,"Vim Dishwash Bar, 200G",16700.0,128.0,4.909246575342466,https://www.daraz.lk/products/vim-dishwash-bar-200g-i101340273.html,daraz,sold_count_numeric,,,,
dishwashing liquid,6,Diva Fresh Jasmine & Lime Detergent Powder 1Kg,16200.0,255.0,4.898466033601169,https://www.daraz.lk/products/diva-fresh-jasmine-lime-detergent-powder-1kg-i121187897.html,daraz,sold_count_numeric,,,,
dishwashing liquid,7,"Laundry | Detergent Washing Machine | Hand Washing Liquid 4L | Laundry For Front & Top Load Machine Natural Fresh | Laundry Detergent Liquid Soap Eco | High Efficiency (HE), Fine Scent",10200.0,799.0,4.797953964194374,https://www.daraz.lk/products/4l-he-i169850635.html,daraz,sold_count_numeric,,,,
dishwashing liquid,8,Diva Fresh Jamine & Lime Detergent Powder 500g,10000.0,133.0,4.943765281173594,https://www.daraz.lk/products/diva-fresh-jamine-lime-detergent-powder-500g-i132921846.html,daraz,sold_count_numeric,,,,
dishwashing liquid,9,Natural Fresh Hand Machine Dish Wash Made In Sri Lanka - 4L,8200.0,749.0,4.81877444589309,https://www.daraz.lk/products/4l-i175178432.html,daraz,sold_count_numeric,,,,
dishwashing liquid,10,"4L Cloth Conditioner Natural Fresh Life Fresh Fabric Conditioner After Wash Liquid Fabric Softener - For Softness, Shine & Long Lasting Freshness",7700.0,800.0,4.765384615384615,https://www.daraz.lk/products/4l-i175172778.html,daraz,sold_count_numeric,,,,
flour,1,Wijaya Gram Flour 200g (Kadala),1300.0,140.0,4.89247311827957,https://www.daraz.lk/products/wijaya-gram-flour-200g-kadala-i122349430.html,daraz,sold_count_numeric,,,,
flour,2,Wijaya Thosai Mixture 400g,1300.0,437.0,4.916,https://www.daraz.lk/products/wijaya-thosai-mixture-400g-i122358164.html,daraz,sold_count_numeric,,,,
flour,3,Thosai Mixture - 400G,1300.0,394.0,4.867924528301887,https://www.daraz.lk/products/thosai-mixture-400g-i120847278.html,daraz,sold_count_numeric,,,,
flour,4,Tapioca / Cassava / Manioc flour 500 gm මඤ්ඤොක්කා පිටි / மரவள்ளிக்கிழங்கு மா,804.0,550.0,4.658333333333333,https://www.daraz.lk/products/tapioca-cassava-manioc-flour-500-gm-i143188059.html,daraz,sold_count_numeric,,,,
flour,5,Alli Red Rice String Hopper Flour   - 1kg,747.0,359.0,4.8522727272727275,https://www.daraz.lk/products/alli-red-rice-string-hopper-flour-1kg-i120851256.html,daraz,sold_count_numeric,,,,
flour,6,"Coconut Flour 500g For Gluten Free KETO Diets  (ප්‍රෝටීන් තන්තුමය ගුණ ඉහළ, සිරුරේ බර පාලනයට ස්වභාවික පොල් පිටි)",691.0,592.0,4.839285714285714,https://www.daraz.lk/products/coconut-flour-500g-for-gluten-free-keto-diets-i111336689.html,daraz,sold_count_numeric,,,,
flour,7,Mogrills Instant Atta Thosai Mix 400g,558.0,383.0,4.739130434782608,https://www.daraz.lk/products/mogrills-instant-atta-thosai-mix-400g-i120815540.html,daraz,sold_count_numeric,,,,
flour,8,White Rice String Hopper Flour - 1Kg,534.0,349.0,4.931506849315069,https://www.daraz.lk/products/white-rice-string-hopper-flour-1kg-i120847277.html,daraz,sold_count_numeric,,,,
flour,9,New Peacock Agar-Agar Powder 12G (White),512.0,394.0,4.864864864864865,https://www.daraz.lk/products/new-peacock-agar-agar-12g-i144700229.html,daraz,sold_count_numeric,,,,
flour,10,Aashirvaad Whole Wheat Atta Flour 1kg,461.0,790.0,4.901960784313726,https://www.daraz.lk/products/aashirvaad-whole-wheat-atta-flour-1kg-i106466303.html,daraz,sold_count_numeric,,,,
instant noodles,1,Prima Kottu mee Korean Ramen Noodles 110g - Fiery Chicken,9600.0,240.0,4.882506527415144,https://www.daraz.lk/products/prima-kottu-mee-korean-ramen-noodles-110g-i216352326.html,daraz,sold_count_numeric,,,,
instant noodles,2,Wok Noodles - 500g,2200.0,257.0,4.747368421052632,https://www.daraz.lk/products/wok-noodles-500g-i120854182.html,daraz,sold_count_numeric,,,,
instant noodles,3,Prima Toppz Instant Noodles 80g,1400.0,157.0,4.8765432098765435,https://www.daraz.lk/products/prima-toppz-instant-noodles-80g-i130038846.html,daraz,sold_count_numeric,,,,
instant noodles,4,Prima Kottu mee Nai Miris Noodles 80g,967.0,128.0,4.9338235294117645,https://www.daraz.lk/products/prima-kottu-mee-nai-miris-noodles-80g-i216356226.html,daraz,sold_count_numeric,,,,
instant noodles,5,Prima Instant Noodles 400G,880.0,451.0,4.82051282051282,https://www.daraz.lk/products/prima-instant-noodles-400g-i130042545.html,daraz,sold_count_numeric,,,,
instant noodles,6,Chinese Noodles 500g,875.0,243.0,4.907407407407407,https://www.daraz.lk/products/chinese-noodles-500g-i120651037.html,daraz,sold_count_numeric,,,,
instant noodles,7,Prima Stella Chicken Instant Noodles 74G,843.0,124.0,4.872093023255814,https://www.daraz.lk/products/prima-stella-chicken-instant-noodles-74g-i168819328.html,daraz,sold_count_numeric,,,,
instant noodles,8,Prima Kottu mee Nai Miris Noodles Five Bags 400g,783.0,641.0,4.961832061068702,https://www.daraz.lk/products/prima-kottu-mee-nai-miris-noodles-five-bags-400g-i216347971.html,daraz,sold_count_numeric,,,,
instant noodles,9,Samyang 3X Spicy Hot Chicken Flavor Ramen Noodles Special Edition - Korean Delight (140g) (Exp 18/09/2026),661.0,770.0,4.846153846153846,https://www.daraz.lk/products/samyang-3x-spicy-hot-chicken-flavor-ramen-noodles-special-edition-korean-delight-140g-exp-18092026-i214516755.html,daraz,sold_count_numeric,,,,
instant noodles,10,Buldak Carbonara Hot Chicken Flavor Ramen,601.0,807.5,4.915254237288136,https://www.daraz.lk/products/buldak-carbonara-hot-chicken-flavor-ramen-i253159924.html,daraz,sold_count_numeric,,,,
milk powder,1,"Sustagen Nutritional Supplement Vanilla Flavor 400g, High Calcium",147600.0,3870.0,4.925417220499187,https://www.daraz.lk/products/sustagen-nutritional-supplement-vanilla-flavor-400g-high-calcium-i103670217.html,daraz,sold_count_numeric,,,,
milk powder,2,Ratthi Full Cream Milk Powder - 400g,133600.0,1149.0,4.8542116630669545,https://www.daraz.lk/products/ratthi-full-cream-milk-powder-400g-i100013085.html,daraz,sold_count_numeric,,,,
milk powder,3,Diamond Full Cream Milk Powder 400g (foil bag),115100.0,1058.0,4.9454770755886,https://www.daraz.lk/products/diamond-full-cream-milk-powder-400g-foil-bag-i213210093.html,daraz,sold_count_numeric,,,,
milk powder,4,Sustagen Nutritional Supplement Chocolate Flavor 400G,74600.0,3870.0,4.917471466198419,https://www.daraz.lk/products/sustagen-nutritional-supplement-chocolate-flavor-400g-i103634218.html,daraz,sold_count_numeric,,,,
milk powder,5,Maliban Maliban Kiri 400g Shelf,30700.0,1164.0,4.920774647887324,https://www.daraz.lk/products/maliban-maliban-kiri-400g-shelf-i104249531.html,daraz,sold_count_numeric,,,,
milk powder,6,Puredale Kirithe 400G,12900.0,836.0,4.826023391812866,https://www.daraz.lk/products/puredale-kirithe-400g-i137652495.html,daraz,sold_count_numeric,,,,
milk powder,7,Puredale Full Cream Milk Powder 400g Shelf,12600.0,1056.0,4.889258950874272,https://www.daraz.lk/products/puredale-full-cream-milk-powder-400g-shelf-i152237245.html,daraz,sold_count_numeric,,,,
milk powder,8,Anchor Shape Up Non Fat Milk Powder – 400g.,3900.0,1176.0,4.920110192837465,https://www.daraz.lk/products/anchor-shape-up-non-fat-milk-powder-400g-i100009210.html,daraz,sold_count_numeric,,,,
milk powder,9,Sooriya Full Cream Milk Powder 400g -Box,1200.0,1049.0,4.939024390243903,https://www.daraz.lk/products/sooriya-full-cream-milk-powder-400g-box-i270827164.html,daraz,sold_count_numeric,,,,
milk powder,10,Maliban Melko Milk Powder 400g,659.0,1039.0,4.894736842105263,https://www.daraz.lk/products/maliban-melko-milk-powder-400g-i277008323.html,daraz,sold_count_numeric,,,,
noodles,1,Prima Kottu-Mee Hot & spicy (80g),120100.0,122.0,4.87200956937799,https://www.daraz.lk/products/prima-kottu-mee-hot-spicy-80g-i122612874.html,daraz,sold_count_numeric,,,,
noodles,2,Prima Kottu mee Korean Ramen Noodles 110g - Fiery Chicken,9600.0,240.0,4.882506527415144,https://www.daraz.lk/products/prima-kottu-mee-korean-ramen-noodles-110g-i216352326.html,daraz,sold_count_numeric,,,,
noodles,3,Wijaya Special Noodles 400g,9100.0,204.0,4.936888888888889,https://www.daraz.lk/products/wijaya-special-noodles-400g-i100018126.html,daraz,sold_count_numeric,,,,
noodles,4,Wijaya Noodles  500g,5500.0,230.0,4.923344947735192,https://www.daraz.lk/products/wijaya-noodles-500g-i100030015.html,daraz,sold_count_numeric,,,,
noodles,5,Wok Noodles - 500g,2200.0,257.0,4.747368421052632,https://www.daraz.lk/products/wok-noodles-500g-i120854182.html,daraz,sold_count_numeric,,,,
noodles,6,Prima Toppz Instant Noodles 80g,1400.0,157.0,4.8765432098765435,https://www.daraz.lk/products/prima-toppz-instant-noodles-80g-i130038846.html,daraz,sold_count_numeric,,,,
noodles,7,Prima Kottu mee Nai Miris Noodles 80g,967.0,128.0,4.9338235294117645,https://www.daraz.lk/products/prima-kottu-mee-nai-miris-noodles-80g-i216356226.html,daraz,sold_count_numeric,,,,
noodles,8,Prima Instant Noodles 400G,880.0,451.0,4.82051282051282,https://www.daraz.lk/products/prima-instant-noodles-400g-i130042545.html,daraz,sold_count_numeric,,,,
noodles,9,Chinese Noodles 500g,875.0,243.0,4.907407407407407,https://www.daraz.lk/products/chinese-noodles-500g-i120651037.html,daraz,sold_count_numeric,,,,
